recordtype,borough,X_d12,X_d3,X_d4,X_d5,X_d6,X_e1,X_e2,X_e3,X_e4,X_e5,X_f1,X_f2,X_f3,X_f4,X_f5,X_f6,X_g12,X_g3,X_g4,X_g5,X_g6,X_h,X_i,X_j1,X_j2,X_j3,Sex,Age,X_1e,X_1f,X_2,X_3,X_4a,X_5,X_6,PlaceofBirth,X_7b,X_7c,X_8,X_9a,X_9c,X_10a,X_10b,X_11b,X_11c,X_12b,X_12b2,X_13,X_14,X_15b,X_15c,X_18a,X_19a,X_20,X_21,X_22a,X_23a,X_23b,X_23c,X_24a,X_24b,X_25a,X_25c,X_26a,X_26c,X_27,X_28a1,X_28a2,X_28b1,X_28b2,X_28c,X_28d1,X_28d2,X_28e1,X_28e2,X_30a,X_29,X_31a1,X_31a12,X_31b,X_32a,X_32b,X_34,X_33,X_35a,X_35b,X_35c,X_36a,X_36b,X_37a,X_37b,X_38a,X_39,Welfare,X_52a,X_52b,Health,X_54b,X_53b1,X_53b2,X_53b3,X_53b4,X_53b5,X_55a,X_55b,X_55c,X_55d,X_55e,X_56a,X_56b,X_56c,X_57a,X_57b,X_58,csrr,scr,tsc,ybr,hcr,npr,mgrent,hhinc,hhiwages,hhincf,hhiint,hhiss,hhincdis,hhissi,hhincva,sub,under6,under18,hhweight,seqn,FW1,FW2,FW3,FW4,FW5,FW6,FW7,FW8,FW9,FW10,FW11,FW12,FW13,FW14,FW15,FW16,FW17,FW18,FW19,FW20,FW21,FW22,FW23,FW24,FW25,FW26,FW27,FW28,FW29,FW30,FW31,FW32,FW33,FW34,FW35,FW36,FW37,FW38,FW39,FW40,FW41,FW42,FW43,FW44,FW45,FW46,FW47,FW48,FW49,FW50,FW51,FW52,FW53,FW54,FW55,FW56,FW57,FW58,FW59,FW60,FW61,FW62,FW63,FW64,FW65,FW66,FW67,FW68,FW69,FW70,FW71,FW72,FW73,FW74,FW75,FW76,FW77,FW78,FW79,FW80,IL30PER,IL50PER,IL80PER,year,sba,geo_id2,sba.name,Evicted.Displaced,race.ethnicity,postpone.health,service.interruptions
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,1,2,4,1,Female,25-34,No,MultiRace,1,4,2014,2,Any other reason,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,2,9,2,5,4,1,2,1,1,3,1,80,1,45,9999,2,9999,3,99999,2560,2,2,2,2560,1,9,2,2,2,1,1,2,1,1,9,2,3,No,2,4,Excellent,2,Yes,No,No,No,Yes,No,No,No,No,No,2,4,4,9,9999,2012,80,11,16,7,Femalew.Adults,3,2685,"25,000 - 39,999",131000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,19652692,341286,19652692,6683074,29881688,6443466,18664712,19652420,34205788,18728148,5778437,21323462,22370876,16382658,33466294,20878832,6684375,30199578,20189966,18938222,17531696,21053764,19003140,6163437,31279384,6492695,18261840,32424436,6255672,29950382,20395940,21746300,17357382,6942934,19924084,29986078,20523674,6258749,30576180,19477052,20897322,5972581,18381278,31583552,5759756,21835080,33622960,20087104,5873614,19464924,20803864,19633152,30366016,5862519,31162000,21444194,5509532,32906380,6112130,19792268,21280124,18738520,19011560,19364124,29802056,6862732,20430560,29798764,20482172,17310964,19197702,6216868,19209192,33729400,21624594,17721852,6709595,34524748,5783867,29327908,6681686,28983268,24500,40800,65250,2017,208,3604006,North Crown Heights / Prospect Heights,No,MultiRace,Yes,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,8,2,4,2,Female,35-44,No,White,1,4,2015,2,Wanted better quality housing,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,2,9,2,3,2,1,2,1,1,2,1,90,1,100,9999,2,9999,3,99999,1674,2,2,2,1674,0,2,2,2,1,2,4,1,2,1,9,2,3,No,2,3,Excellent,2,No,No,No,No,No,No,No,No,No,No,2,1,1,9,9999,2015,80,11,16,10,Femalew.Adults,2,1864,"25,000 - 39,999",71000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,26519844,855094,26519844,8356161,37851484,8467331,45345648,7040012,27193616,23970360,42753532,28562704,7272031,25091866,26564316,23997444,46404648,25780460,8077818,47015480,25846316,22160030,28436644,24884848,25972734,8107680,38280608,7510693,28190348,41264816,7870241,44746108,25136812,23533866,28772580,8200038,25123952,41975284,28994762,7094614,43685124,28416052,23829068,7364506,25192540,43465388,6371195,29852752,42356636,26449914,7642212,23076220,25278224,28418196,46434424,6997405,44739164,22847940,8777340,41828028,8734471,25154688,25058772,27271368,26596172,23575224,40230496,7439179,23584142,41548528,26928928,26332940,27147224,7092268,26747340,43783416,25063624,22527992,8440671,42532628,6944773,42231136,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Male,<25,No,White,1,4,2016,2,Wanted greater housing affordability,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,2,9,2,5,2,1,2,1,1,2,1,40,1,30,9999,2,9999,3,99999,1500,2,2,2,1500,0,2,2,2,1,2,4,1,1,0,2,2,3,No,2,2,Good,2,No,No,No,No,No,No,No,No,No,No,5,1,3,9,9999,2015,80,11,16,10,SoleMale,1,1570,"25,000 - 39,999",52000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,18310068,128254,18310068,5783793,28940500,5462246,39760332,4073099,20967016,18630388,34355848,16898264,5922204,16149029,21483628,17131226,30909924,17402476,6106822,34502344,16035532,17627832,19345900,18646834,20559058,5093126,35050704,4253391,22582152,36597644,4410890,39711536,14129756,22144216,17527894,5951583,20086116,26842588,20375388,5093902,33049584,17772672,18568126,5307248,22320686,29823936,5352855,17420082,30154840,16861580,5801431,21805734,17162640,19553956,28773918,5695670,30601922,18714028,5575965,33799072,5324652,17824626,20075340,17879812,18762484,18424364,30659226,4915013,20024808,35309124,16214837,17383524,19676352,5280564,20476124,36108544,14778395,23352294,4952497,35267780,6192585,28499200,19050,31750,50750,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,3,2,1,4,1,Male,25-34,No,White,1,4,2016,2,Commuting Reasons,US,9,7,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,10,2,3,2,9,2,2,2,1,2,1,1,1,1,20,1,10,9999,2,9999,2,99999,2350,2,2,2,2350,1,9,3,2,2,1,1,2,2,1,9,2,1,No,2,3,VG,2,No,No,No,No,No,No,No,No,No,No,2,4,5,9,9999,2015,30,5,16,7,Malew.Adults,2,2380,"25,000 - 39,999",104000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,17615090,396675,17615090,32899402,4854745,30378584,6563218,22538226,5870041,18175596,19602728,27525290,19310284,4568459,20181452,16575507,17558184,28195738,20090844,5755350,26431720,16742492,18823638,17893090,19517004,16898826,5913360,23560384,6391608,20635490,24678568,6535823,22871990,21287274,16900142,19409518,5620915,15274778,34008208,16700685,5347938,29448308,17561238,17948700,6308104,16532015,30547892,4796935,17135260,27577812,19276152,6067948,16377124,18986892,16582496,31632280,5036686,30749796,18139156,5693212,29625776,5002401,19120450,17449152,18219110,17543672,17307088,27503652,5763156,19913068,26052080,16913726,18943894,17198932,5788317,19794628,24756050,22135714,16411769,5869586,35078796,4632634,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,2,2,1,2,1,Female,35-44,No,White,1,9,2016,2,Change in Employment Status,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,1,2,2,3,2,1,1,1,1,1,1,65,2,9999,9999,2,9999,2,99999,1700,1,2,2,1700,1,9,2,2,2,2,1,2,2,1,9,2,3,No,2,3,Excellent,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,3,2,3,9,9999,9998,30,2,16,8,SolelyMarried,2,1765,"25,000 - 39,999",135000,-70996,9999999,9999999,9999999,9999999,9999999,8,1,No,23569316,49399,23569316,6828375,38324916,6763324,41325160,6493352,44764636,7033180,24476160,22397416,40060632,26449092,6089614,24154108,22938172,21903892,43072704,25682976,6020811,45606444,22368368,25834748,21764048,25542064,22163624,7791329,36043800,7575600,25746700,35585308,7547627,37010576,26898614,22984980,20660120,7117154,22675310,41273288,20690386,7324755,45490472,21643472,22046344,6981984,28149912,37679568,7220330,24374636,33803548,31095052,6609980,22359064,22470888,26027098,38754356,7136483,36565624,24846308,7096804,35711688,8366238,21058730,23728930,20995170,34863092,19428076,42686000,6420616,30224386,34289092,24707488,23021646,25447604,7627902,23213266,40934352,22936434,24794822,6487473,38381656,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,Yes,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,1,2,4,2,Female,<25,No,Black,1,4,2016,2,Other Family Reason,US,7,7,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,3,1,2,2,9,2,5,4,1,2,1,1,2,2,9999,9,9999,120,2,9999,3,99999,600,6,2,2,600,1,9,2,2,2,1,2,2,2,1,9,2,2,No,8,8,NotReported,8,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,8,8,8,9,9999,9999,80,12,16,8,Femalew.Adults,3,720,"10,000 - 24,999",20000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,18996020,637619,18996020,38358396,4829510,35458548,5680486,30473428,6094200,30646452,5580700,20439308,21205620,27349194,18489978,6048787,21846424,16282386,19598498,32279532,16696039,6602324,28803440,22532910,17227618,20855116,18571340,17742996,6043152,30823118,5776360,19180080,32764914,6622052,32524392,15633101,20316994,20815860,4817784,20057380,32300644,20574120,5223149,30121360,19722172,19961842,5799208,19405632,31950418,5466919,21816916,31794588,15874487,5938255,17950684,23230368,16824826,31047888,6283860,31220242,19884596,5680301,30357736,5496267,17669808,20535938,21869100,17791878,18487936,30964532,4988138,21157598,30708948,19370508,19851340,17991954,6579238,19503220,31428376,17392814,22062890,4911657,24500,40800,65250,2017,208,3604006,North Crown Heights / Prospect Heights,No,Black,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,1,9,9,9,9,2,8,2,4,2,Male,55-64,No,Black,1,9,2015,2,Other Family Reason,US,9,9,1,1,9,9,9,1,2,9999998,8,900000,2,9999,9999,1,1,3,1,2,2,9,1,7,5,1,2,1,2,1,1,40,1,30,9999,1,500,1,1000,99999,9,9,3,99999,1,9,2,2,1,1,1,2,2,1,9,2,2,No,1,2,VG,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2,4,4,9,9999,9999,1,12,1,8,SoleMale,1,99999,"40,000 - 54,999",35000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,19149176,330040,19149176,19313968,5707967,30053252,6166571,31768556,5649125,32952808,5892895,29555040,5968114,18702670,18811240,34721344,17900888,6232318,20400700,18814284,19726448,30492168,19477820,5589691,29681714,18961218,16801844,22203608,21284096,17333684,6994210,31913592,6216120,19810956,29808984,5683615,34582624,19744740,19474448,19396372,5654969,21400824,32593714,17578604,5608098,31439388,20484496,20154080,5572184,17870288,37887688,4818115,19974328,31755928,18853536,5235485,19979720,20175212,21335208,32025196,6021833,31833402,20580670,6018757,32567000,5079621,18964632,19061962,19839312,17928272,19602968,33499800,5544549,20434978,33598048,19507212,18991800,21901122,5007829,20944484,29808930,22304096,19050,31750,50750,2017,208,3604006,North Crown Heights / Prospect Heights,No,Black,Yes,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,2,2,Female,25-34,No,White,1,5,2015,2,Other Financial/ Employment Reason,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,2,9,2,4,3,1,2,1,1,2,2,9999,9,9999,80,2,9999,3,99999,2700,2,2,2,2700,1,9,2,2,2,1,1,2,2,1,9,2,2,No,2,3,VG,2,No,No,No,No,No,No,No,No,No,No,3,4,3,9,9999,2013,80,12,16,8,SolelyMarried,2,2780,"25,000 - 39,999",164000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,25909576,940897,25909576,26797224,27170532,8186258,45033000,7391367,45654052,7312040,40850976,7531376,44432528,8595107,24948372,24722064,44042580,26235780,7425197,27081948,27019816,25637476,43409848,26110328,7606385,42201016,25829948,26624162,24374826,27732456,25251090,7530951,45037976,8024200,23221778,47779360,7517966,48631476,25053652,26924956,26042992,7192280,26977766,40533784,27446808,7183583,42992232,27368588,26009484,6989668,26634692,44738668,7673665,25143112,46426692,25020244,7687315,25196908,27039650,28011412,43218504,7417190,42770776,25519108,7832820,43036416,7621997,26134990,25456012,25399132,28425684,26186236,42281836,7555942,26103252,43197964,26609298,26140746,23405072,8049453,25792878,41853388,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Male,45-54,Yes,White,1,4,2016,2,Other housing reason,OutsideUS,98,98,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,2,9,2,4,3,1,2,1,1,3,1,80,1,10,9999,2,9999,3,99999,2200,2,2,2,2200,1,9,2,2,2,1,3,2,2,1,9,2,2,No,2,3,VG,2,No,No,No,No,No,No,No,No,No,No,2,4,1,1,1990,2007,80,12,16,8,SolelyMarried,2,2290,"25,000 - 39,999",60000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,25909576,564143,25909576,26797224,27170532,8186258,45033000,7391367,45654052,7312040,40850976,7531376,44432528,8595107,24948372,24722064,44042580,26235780,7425197,27081948,27019816,25637476,43409848,26110328,7606385,42201016,25829948,26624162,24374826,27732456,25251090,7530951,45037976,8024200,23221778,47779360,7517966,48631476,25053652,26924956,26042992,7192280,26977766,40533784,27446808,7183583,42992232,27368588,26009484,6989668,26634692,44738668,7673665,25143112,46426692,25020244,7687315,25196908,27039650,28011412,43218504,7417190,42770776,25519108,7832820,43036416,7621997,26134990,25456012,25399132,28425684,26186236,42281836,7555942,26103252,43197964,26609298,26140746,23405072,8049453,25792878,41853388,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,Hispanic,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,3,8,2,1,1,Female,25-34,No,White,1,4,2014,2,Establish Separate Household,US,7,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,1,2,2,3,2,1,2,1,1,2,1,100,2,9999,9999,2,9999,3,99999,2525,2,2,2,2525,0,4,2,2,2,1,1,2,2,0,3,1,1,No,2,2,Good,2,No,No,Yes,No,No,No,No,No,No,No,2,3,2,9,9999,2012,90,5,16,9,SoleFemale,1,2625,"25,000 - 39,999",160000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,23569316,849543,23569316,39798684,22450216,39419544,7090276,37846028,26222516,40992380,7168901,22397416,23466976,45151424,20791242,24154108,6718435,21903892,43072704,7522369,6020811,7824829,6551543,25834748,21764048,25542064,22163624,45411192,36043800,25864716,43952364,20845392,7547627,21680296,7878422,22984980,35269032,7117154,22675310,41273288,20690386,25008276,7804931,21643472,37635464,23837986,28149912,37679568,24651748,24374636,19801660,31095052,38525788,22359064,6581571,44431036,22701776,7136483,21419648,7277315,24230006,35711688,28564124,35949500,40507816,20995170,34863092,19428076,25004880,6420616,8852518,5883078,7236656,39300408,25447604,7627902,23213266,23978788,39154944,24794822,22149618,6585251,19050,31750,50750,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,Yes,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Male,25-34,No,White,1,3,2016,2,Needed Larger House or Apartment,US,7,7,2,9,2,8,8,9,9,9999999,9,9999999,9,9999,9999,9,9,10,3,3,1,1,1,5,3,1,1,1,1,1,1,200,1,75,9999,2,9999,2,99999,4700,4,2,2,4700,1,9,1,2,2,1,1,2,2,1,9,1,1,No,2,3,VG,2,No,No,No,No,No,No,No,No,No,No,2,3,4,9,9999,9999,30,3,16,7,Marriedw.KidsOnly,4,4975,"25,000 - 39,999",140000,9999999,9999999,9999999,9999999,9999999,9999999,8,2,Yes,27469852,489200,27469852,8466383,27345070,47251072,27177932,24666734,10436717,40849212,8651527,47092032,7768151,44786692,9282756,42999276,8151661,29636808,25323720,45657416,26336580,8259046,27754092,28604364,25747260,48673912,24657420,9038794,44630628,26848444,28343364,27483532,25867128,27922908,7327704,53452592,7856836,29747922,44967472,8833509,44447080,26692678,27677700,26793324,9777167,25976792,43408948,30547656,8084360,48739540,26466914,25269780,8274851,24904088,44592380,8616403,26604488,49097664,26544978,8127152,25926252,27222280,30935984,42495820,9019359,42138740,28712828,8498416,49970720,7463289,31260188,30889640,24807010,26472060,23994252,51686560,7826450,28316094,46839920,27723432,25205270,28483684,27200,45300,72500,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,4,2,Male,<25,No,Black,1,1,2014,2,Wanted greater housing affordability,OutsideUS,12,12,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,7,2,3,2,9,2,1,1,1,2,1,2,2,1,200,1,20,9999,2,9999,3,99999,1300,7,2,2,1300,1,9,4,2,2,1,2,2,2,1,9,2,2,No,2,3,Excellent,2,No,No,No,No,No,No,No,No,No,No,1,8,1,1,1996,1996,80,5,16,7,Malew.Adults,2,1520,"25,000 - 39,999",50000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,26519844,836152,26519844,28529720,6494288,28909276,45345648,24036106,27193616,7020756,42753532,8365823,42384504,7349237,45348120,7028689,46404648,7550922,27579396,27541032,44122424,22160030,8328900,24884848,25972734,27681350,38280608,25643110,8256762,41264816,26870684,26211664,25136812,23533866,28772580,8200038,42889268,7201820,28994762,41350440,7495182,48509232,23829068,25143996,25192540,7457482,21752620,50961840,24811942,7747000,44542076,23076220,25278224,8323497,27200656,40783864,7676027,22847940,51158088,24502292,8734471,25154688,25058772,27271368,45402504,6905024,40230496,25398944,6907635,41548528,7887300,26332940,27147224,24214516,26747340,25647732,42786280,6598296,28818252,42532628,23710938,24738428,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,Black,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,8,8,8,8,8,2,8,2,4,2,Female,25-34,No,White,1,4,2014,1,Wanted to own residence,US,98,98,1,1,9,9,9,4,2,150000,9,1000000,1,2014,450,2,2,3,1,1,2,9,2,8,7,1,2,1,1,1,1,408,1,150,9999,1,1200,2,99999,99999,9,9,3,99999,1,9,2,1,1,1,1,1,2,1,9,1,3,No,2,7,Fair,2,No,No,No,No,No,No,No,No,No,No,1,4,3,9,9999,2013,1,12,1,9,Femalew.Adults,7,99999,"25,000 - 39,999",411000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,23857240,919915,23857240,24279642,25051784,23265612,7064962,24968036,44415720,23971152,21851616,7438205,40359036,7173143,41448804,6921886,39984232,6353399,39285812,7685558,20935166,23945650,44933280,24074118,7219286,22120948,27739004,24637468,38316968,24499040,6788843,39766620,23976404,23131676,22978556,22696298,26292052,6970223,47482656,6563374,28082142,33257050,8927995,39572112,22373826,23382518,22757768,7875692,23578902,39560836,21808856,7927085,35588736,34070912,20183842,7977162,23060796,42497880,6473411,24475588,36112436,23196980,7819382,23829166,24908438,21903804,44052064,6978433,40778616,24622280,7461027,46011516,6545369,23801656,24232060,21960958,24480468,21589114,43700564,7076472,23897284,38559056,36730,56200,89900,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Male,25-34,No,White,1,4,2016,1,Commuting Reasons,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,9,2,3,2,9,2,3,2,1,2,1,1,2,1,55,1,20,9999,2,9999,3,99999,1725,2,2,2,1725,0,3,2,2,1,3,3,1,1,1,9,2,3,No,2,3,VG,2,No,No,No,No,No,No,No,No,No,No,2,8,2,9,9999,2013,30,2,16,9,Malew.Adults,2,1800,"25,000 - 39,999",70000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,20020500,382449,20020500,30180202,20414460,20870036,21258898,5635841,20483512,33115610,19976408,19510800,6292947,32869552,5952214,35429992,5317399,31255324,6433771,36739412,5804873,17551872,21350044,34632576,19867100,6631933,19203454,20269974,21013276,36432088,17258920,6022889,31481440,21957382,19849112,19551244,18650392,24191616,5865122,33805120,6270559,19904492,31417692,6167024,33100342,18358380,20143986,20051218,6713723,18443036,33186632,21049688,6103009,33545010,19750940,20730080,6300214,18780384,35393060,5293133,19811250,35597628,20407808,5926838,20450780,17882304,21664510,34926372,6046084,31101344,21738800,5593112,36966320,5997845,19474728,19031300,21684694,18315868,23124916,28892040,6498602,20442462,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Female,25-34,No,White,1,4,2014,2,Other Family Reason,US,7,7,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,10,2,3,2,9,2,3,2,1,2,1,8,2,1,80,1,40,9999,2,9999,3,99999,1388,2,2,2,1388,0,5,3,2,1,4,2,1,1,8,8,1,2,No,2,3,VG,2,No,No,Yes,No,No,No,No,No,No,No,1,4,4,9,9999,9999,30,2,16,9,Femalew.Adults,2,1508,"25,000 - 39,999",109000,40000,9999999,9999999,9999999,9999999,9999999,8,1,No,30624952,278109,30624952,51671304,32164282,31803372,34694992,9430392,33100712,57481704,28635872,30484676,8521077,62647140,7166773,53411800,9926059,48054088,9308589,55404628,8645361,27668468,33358744,44222656,32327314,8293118,34107232,30890588,32738404,48719896,29482122,9609985,50197360,29906228,32599848,29064524,32578168,32806576,9046556,60483576,8752118,29748032,53005832,8921937,42865856,32707900,28079514,32380052,9686533,27087600,61757188,27971960,10243531,52162368,28914206,33666812,8537753,29924912,50983932,11118809,25470448,52587804,31489028,8905329,30982464,27281196,34345484,46884924,9565280,51150312,31437490,8319915,55801208,9335504,30398868,33341424,27583848,33435354,32138086,43980448,9351113,26739516,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,Yes,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,1,2,4,2,Female,45-54,No,Black,1,9,2016,2,Other Family Reason,US,98,98,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,5,1,2,2,9,2,3,2,1,2,1,1,1,3,9999,1,30,9999,2,9999,2,99999,1200,4,2,2,1200,1,9,2,1,2,1,1,2,2,1,9,2,1,No,1,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,1,4,4,9,9999,9999,80,11,16,9,SoleFemale,1,1230,"25,000 - 39,999",85000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,26519844,862851,26519844,28529720,37851484,28909276,26562864,24036106,7964826,23970360,42753532,28562704,24828268,7349237,45348120,7028689,46404648,7550922,47080976,8066581,44122424,6490523,28436644,24884848,44338232,27681350,6567914,25643110,28190348,24172370,45871128,26211664,7362402,40174824,28772580,27996680,25123952,24588552,28994762,7094614,43685124,8322869,23829068,42923484,7378724,43465388,21752620,29852752,24811942,7747000,26092144,39393572,25278224,8323497,46434424,23890634,26207596,6692007,29967714,41828028,8734471,25154688,42778000,27271368,7789838,23575224,23566480,25398944,40260648,7128600,45970552,26332940,7951238,41336764,7834115,25647732,25063624,22527992,28818252,24915038,40477104,7245718,19050,31750,50750,2017,208,3604006,North Crown Heights / Prospect Heights,No,Black,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,1,2,4,2,Male,25-34,No,Black,1,4,2017,2,Change in Employment Status,US,98,98,1,9,3,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,8,2,2,2,9,2,1,1,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,9,2,2,2,1,1,2,2,1,9,2,1,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,1,5,5,9,9999,9999,30,7,16,9,SoleMale,1,99999,"25,000 - 39,999",46000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,28613980,271518,28613980,29199442,46974280,31632932,26678360,34624936,7385262,30738420,48475748,29260050,25647846,9021118,52278060,8411391,38212856,10062425,49485224,7570248,50966836,7553176,30953526,29279460,45184288,29071306,8386442,26124250,29949908,30820080,51088536,26050310,8873338,43118748,28864988,29302858,28765834,29258460,29655564,7409088,48937252,9049676,29501248,42202752,8923265,42457676,28944704,27947824,26480080,8734908,30361342,45983520,30097212,8378861,47761032,28913896,31129036,8171458,27255180,47684432,7743900,27657444,57523712,26150344,9280301,27755212,22922268,30649356,48462424,7294495,53411344,26618212,8253282,55812376,7222877,30986434,26735716,27241888,28492384,30059008,45484300,7688888,19050,31750,50750,2017,208,3604006,North Crown Heights / Prospect Heights,No,Black,No,No
1,2,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,1,Female,25-34,No,White,1,4,2016,2,Commuting Reasons,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,6,2,3,2,9,2,4,3,1,1,1,1,2,1,100,1,50,9999,2,9999,3,99999,2900,4,2,2,2900,0,2,2,2,1,3,1,1,1,1,9,2,2,No,2,3,Excellent,2,Yes,No,No,No,No,No,No,No,No,No,3,2,2,9,9999,2005,80,3,16,7,Femalew.Adults,2,3050,"25,000 - 39,999",250000,9999999,9999999,9999999,9999999,9999999,9999999,8,1,No,33220956,704609,33220956,55322892,10423660,35137568,62940360,34946560,36151096,36190472,9079021,33645492,53193148,39148920,27283612,9853765,61981328,8848424,60136656,10239004,55406368,8661537,63068332,8134509,35035900,30375056,62971984,33831936,10450320,31186084,31756652,35374756,55678072,32293842,10121030,54253588,35481612,35288944,33624620,38282872,32363208,9551808,58007248,9734158,27612668,59341460,8805417,61299768,35288456,29699612,38903756,8936943,38012380,56680740,31314568,10836381,54318660,31876784,32791476,11904048,27371294,58345428,9799010,33099068,58260424,28952616,11178108,29617204,35245272,32751544,58227200,9014246,60769028,34548904,9647578,60998184,8643591,37119272,34371584,28208688,34643056,29133844,21800,36250,58000,2017,208,3604006,North Crown Heights / Prospect Heights,No,White,Yes,No
