recordtype,borough,X_d12,X_d3,X_d4,X_d5,X_d6,X_e1,X_e2,X_e3,X_e4,X_e5,X_f1,X_f2,X_f3,X_f4,X_f5,X_f6,X_g12,X_g3,X_g4,X_g5,X_g6,X_h,X_i,X_j1,X_j2,X_j3,Sex,Age,X_1e,X_1f,X_2,X_3,X_4a,X_5,X_6,PlaceofBirth,X_7b,X_7c,X_8,X_9a,X_9c,X_10a,X_10b,X_11b,X_11c,X_12b,X_12b2,X_13,X_14,X_15b,X_15c,X_18a,X_19a,X_20,X_21,X_22a,X_23a,X_23b,X_23c,X_24a,X_24b,X_25a,X_25c,X_26a,X_26c,X_27,X_28a1,X_28a2,X_28b1,X_28b2,X_28c,X_28d1,X_28d2,X_28e1,X_28e2,X_30a,X_29,X_31a1,X_31a12,X_31b,X_32a,X_32b,X_34,X_33,X_35a,X_35b,X_35c,X_36a,X_36b,X_37a,X_37b,X_38a,X_39,Welfare,X_52a,X_52b,Health,X_54b,X_53b1,X_53b2,X_53b3,X_53b4,X_53b5,X_55a,X_55b,X_55c,X_55d,X_55e,X_56a,X_56b,X_56c,X_57a,X_57b,X_58,csrr,scr,tsc,ybr,hcr,npr,mgrent,hhinc,hhiwages,hhincf,hhiint,hhiss,hhincdis,hhissi,hhincva,sub,under6,under18,hhweight,seqn,FW1,FW2,FW3,FW4,FW5,FW6,FW7,FW8,FW9,FW10,FW11,FW12,FW13,FW14,FW15,FW16,FW17,FW18,FW19,FW20,FW21,FW22,FW23,FW24,FW25,FW26,FW27,FW28,FW29,FW30,FW31,FW32,FW33,FW34,FW35,FW36,FW37,FW38,FW39,FW40,FW41,FW42,FW43,FW44,FW45,FW46,FW47,FW48,FW49,FW50,FW51,FW52,FW53,FW54,FW55,FW56,FW57,FW58,FW59,FW60,FW61,FW62,FW63,FW64,FW65,FW66,FW67,FW68,FW69,FW70,FW71,FW72,FW73,FW74,FW75,FW76,FW77,FW78,FW79,FW80,IL30PER,IL50PER,IL80PER,year,sba,geo_id2,sba.name,Evicted.Displaced,race.ethnicity,postpone.health,service.interruptions
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,1,Female,35-44,Yes,White,1,8,2014,2,Commuting Reasons,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,8,2,3,2,9,2,2,1,1,2,1,1,1,1,85,2,9999,9999,2,9999,2,99999,2700,4,2,2,2700,1,9,2,2,2,2,2,2,2,1,9,2,1,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,3,3,4,9,9999,2010,80,5,16,9,SoleFemale,1,2785,"25,000 - 39,999",105000,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,31353556,776641,31353556,35035908,48224188,10973384,29491084,52145656,30013904,29595040,29136752,10158489,29000280,45595700,39377444,32295092,9965034,53579520,9386046,53647000,9734180,50489748,9049794,49162500,9021154,31341526,29648452,63740792,28970968,8747036,33255652,32341328,39409172,44228556,29859312,9497273,54388488,30824938,31915800,27034438,33440416,33644244,9005998,51040544,10345005,37015220,50667584,9492092,55892424,26677838,29766340,34637832,9049203,29703088,56614336,29091948,9714214,51350424,35775552,27465500,10263395,37196652,44269932,10548621,27457236,51514248,35694432,9649081,29418664,29254140,27699100,59884528,10798490,46585496,34853624,9089647,47637264,11964292,26688048,34918264,32212788,28413652,19050,31750,50750,2017,306,3603805,Upper East Side,No,Hispanic,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Male,25-34,No,White,1,5,2015,2,Wanted to own residence,US,9,9,3,1,9,9,9,1,1,220000,9,1200000,1,2015,400,2,3,13,1,6,1,1,1,4,3,1,2,1,1,1,1,180,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,9,1,2,2,1,1,2,2,1,9,2,2,No,8,8,NotReported,8,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,8,8,8,9,9999,9998,2,3,2,5,Marriedw.KidsOnly,3,99999,"25,000 - 39,999",250000,9999999,2500,9999999,9999999,9999999,9999999,6,2,Yes,31830184,260851,31830184,35709852,29832152,50428620,10198965,33324600,45604296,31062214,32373384,29894782,8807951,34144924,61463500,31372732,31760808,10999878,46818624,8827889,53442760,10106615,51445324,8687527,57350068,9495596,32007954,32207296,52911728,28258552,9021344,40017652,29119240,29125708,53819816,32922968,9167265,50576048,30062996,34409484,25422716,36168944,31978212,8815790,72193504,8576190,29100564,55667184,9387386,54787104,31841638,30623060,29034192,9192090,30325302,56888520,30142450,11461012,55781508,26030416,31983666,10268209,31447590,49993800,8693989,33893864,49401360,30730394,10244315,28351682,29527572,33697496,53396324,8734470,54528164,32578392,8823240,56738736,10286437,27583440,34760388,27240244,24500,40800,65250,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,2,2,2,1,1,Female,25-34,No,Asian,1,5,2016,2,Change in Employment Status,OutsideUS,20,20,2,9,2,2,2,9,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,1,1,1,2,1,1,2,1,1,1,1,50,1,25,9999,2,9999,2,99999,1795,2,2,2,1795,1,9,2,2,2,1,1,2,2,1,9,2,1,No,1,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,3,4,4,2,2015,2015,80,1,16,5,SoleFemale,1,1870,"25,000 - 39,999",48000,9999999,9999999,9999999,9999999,9999999,2500,6,1,No,27631894,279666,27631894,27917222,27911624,26753852,28056880,47281284,8524211,26002504,49938336,25200792,29643900,25518052,8552932,28004744,43296224,29913172,28301690,7681950,46094380,8226220,47135804,7973028,43566796,8969024,42261748,9530155,25310252,28845992,47766808,28737956,8612780,27171848,26403060,27665808,47653496,26905308,8501481,44563536,28312980,25693648,30195340,26165152,26477774,8046607,47806288,8363871,27136838,46995180,8268121,47856064,28109636,26068378,27080552,8404006,27323072,46836968,27745966,8062132,47004756,27903916,26735720,8470252,26751916,47311712,7966518,27043240,45496324,26017436,9102220,26226080,27559400,29639174,46200000,8023321,47268644,26158222,9054588,45637868,7849463,26743046,19050,31750,50750,2017,306,3603805,Upper East Side,No,Asian,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,2,2,2,1,1,Female,25-34,No,White,1,5,2016,2,Change in Employment Status,US,17,17,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,1,2,2,4,2,1,2,1,1,2,1,30,2,9999,9999,2,9999,3,99999,1850,3,2,2,1850,1,9,2,2,2,1,1,2,2,1,9,2,2,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,2,4,4,9,9999,9999,31,1,16,5,SoleFemale,1,1880,"25,000 - 39,999",150000,9999999,-4600,9999999,9999999,9999999,9999999,6,1,No,26321010,600121,26321010,26092778,26404924,25804258,27180064,44470484,8082481,24923284,47561136,24412060,27573800,24560896,8084625,26918560,41861080,27943036,26951326,7260745,44017128,7909602,44488760,7604614,41325748,8539482,40938688,8857566,23961424,27483568,46340928,26410486,8275462,26075412,24994540,26283234,44555880,25896348,8389752,41390468,26605662,24786512,27930020,25173456,25217934,7831396,45106320,7957231,25932576,44486028,7930626,45877992,26448486,25504008,24990324,8044303,26007150,44420112,26704584,7602760,45000888,26508872,25665420,8054225,24754344,45511888,7581389,25273746,44248600,24591142,8719462,25007760,26203148,27786320,44225440,7765878,44353624,25534162,8480899,44297264,7407965,25328640,19050,31750,50750,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Male,35-44,No,White,1,5,2016,2,Other neighborhood reason,US,9,9,3,1,9,9,9,1,1,52000,9,550000,1,2016,320,2,1,13,1,7,1,1,1,3,2,1,2,1,1,1,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,9,2,2,2,1,5,2,2,1,9,2,2,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,2,3,3,9,9999,2007,2,3,2,5,SoleMale,1,99999,"25,000 - 39,999",65000,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,20149348,369867,20149348,20771454,18542356,19334220,21161140,20524064,33661688,6637304,19064362,36676060,18217982,23141084,17695324,5794142,19956054,33752464,20139116,23219376,5769173,35996132,5756787,31690352,6234119,32172006,6007226,35170088,6230982,19359480,21196216,33001736,20589064,6239103,21264706,18638618,21632456,32512128,19754104,6696640,30893826,21335978,19815066,20137856,22277660,18696072,5707765,37142564,5655547,20723626,34065128,6220993,35072848,19505336,19547952,20935164,5935102,21412040,35653016,19333664,6154551,33785776,21039532,18975888,6199032,18820034,37519016,6005811,20097510,36106448,17908152,6710552,19766528,19720486,19808270,36588708,6104705,35614528,20447256,5425462,36059964,6251158,19050,31750,50750,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,9,1,1,9,9,9,9,1,9,2,2,1,1,1,Female,45-54,No,White,1,5,2016,2,Wanted to own residence,US,9,9,3,1,9,9,9,1,2,1525265,9,1010000,1,9998,9998,1,2,13,1,7,1,1,1,4,2,1,2,1,1,1,1,70,1,35,9999,2,9999,2,99999,99999,9,9,3,99999,1,9,1,2,2,1,1,2,2,1,9,2,1,No,1,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,3,4,5,9,9999,1988,2,3,2,5,SoleFemale,1,99999,"25,000 - 39,999",190000,9999999,10000,9999999,9999999,9999999,9999999,6,1,No,20149348,33005,20149348,6083818,31653780,19334220,6197954,35036768,5775433,22661174,19064362,21484340,18217982,23141084,30207808,5794142,19956054,33752464,20139116,23219376,19697188,6175960,19654900,31690352,21284614,18845924,6007226,35170088,6230982,33048698,6208228,33001736,6030397,36364156,6228288,18638618,21632456,32512128,19754104,6696640,18097184,21335978,19815066,34377472,22277660,5475953,33267292,21757612,19309246,20723626,19954890,21239800,6017549,33297692,5725462,20935164,34592312,6271441,35653016,19333664,21012950,19791248,6162337,18975888,36130608,18820034,6437246,35004432,20097510,21150666,5245176,22911256,33743572,5775997,19808270,36588708,20842764,6110487,20447256,18523684,21123438,36434420,19050,31750,50750,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Female,35-44,No,White,1,14,2016,2,Change in Employment Status,OutsideUS,24,24,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,4,2,1,2,1,1,1,1,50,1,50,9999,2,9999,2,99999,2900,2,2,2,2900,1,9,1,2,2,1,1,2,2,1,9,2,1,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,2,4,3,1,2016,2016,80,3,16,1,SoleFemale,1,3000,"25,000 - 39,999",9999999,85000,9999999,9999999,9999999,9999999,9999999,6,1,No,29866112,904848,29866112,32746246,7827326,36135688,48771100,28730294,48581812,48425008,27749766,33597736,26975124,25707504,10901887,9092139,9634722,8587338,52095688,29702600,9295508,28437856,29162770,46890824,29215808,29840528,8411971,59242304,27427052,48573560,9449596,50738668,37865720,42443848,8279041,30805272,29789042,50648136,31496352,25109500,9203849,32456402,48552828,8425263,9852779,10551544,8202216,30832396,31288062,25253464,28551312,56686392,49625776,29060028,52244528,27846772,9246361,28528188,10085132,25900544,57269280,10349975,24894570,58462104,25406998,29028384,9949243,30788430,48843504,27650408,26534324,57102616,35053984,25583208,33363996,30038212,44699512,39874116,7321487,57858200,30400960,7882017,19050,31750,50750,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Male,25-34,No,White,1,8,2015,2,Change in Employment Status,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,3,2,1,2,1,1,1,1,140,2,9999,9999,2,9999,2,99999,4250,2,2,2,4250,1,9,1,2,2,1,1,2,2,1,9,2,1,No,1,3,VG,2,No,No,No,No,No,No,No,No,No,No,1,4,4,9,9999,9998,80,3,16,1,SolelyMarried,2,4390,"25,000 - 39,999",190000,65000,9999999,9999999,9999999,9999999,9999999,6,1,No,27631894,870708,27631894,27917222,8175125,26753852,47896088,27696736,49682740,44389052,29253198,25200792,29643900,25518052,8552932,8202400,7428457,8761365,48314008,26227820,7908545,28086072,27611514,46470216,25520840,30622164,7250970,55545812,25310252,49243192,8195489,49058760,29405868,46385248,7733277,27665808,27914772,45930232,29025872,26104714,8292680,25693648,51546672,7663596,7755160,8046607,8202263,28556044,27136838,27529140,28229132,47856064,47986148,26068378,46229396,28693070,8002743,27436462,8126605,27525840,47004756,8172868,26735720,49368248,26751916,27714560,7966518,27043240,45496324,26017436,31076924,44770720,27559400,29639174,27063336,27393332,47268644,26158222,9054588,45637868,26799742,7832857,21800,36250,58000,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,1,Male,55-64,No,White,1,4,2017,2,Other housing reason,OutsideUS,25,25,2,9,2,2,3,9,9,9999999,9,9999999,9,9999,9999,9,9,6,8,4,2,9,2,5,4,1,2,1,1,2,1,68,2,9999,9999,2,9999,2,99999,4650,2,2,2,4650,1,9,2,2,2,1,5,2,2,1,9,2,1,No,1,3,Excellent,2,No,No,No,No,No,No,No,No,No,No,1,3,4,1,1969,1993,80,1,16,5,Marriedw.KidsOnly,3,4718,"25,000 - 39,999",1283606,9999999,2000,9999999,9999999,9999999,9999999,6,1,Yes,23306546,937936,23306546,6282051,22819548,26983356,21185252,39048500,7264769,33187200,29395380,6557869,34245056,7041920,24074576,22586700,24751304,22046044,22337510,45422384,6453825,21874232,43267712,23034024,23895984,21947774,6663439,23093672,40208896,23185694,23589928,6327310,41045736,7288129,37197444,7195433,34430008,8288718,37095624,6709047,22976732,24397692,40412844,21764728,6766410,24701346,23587076,22038414,41768008,22464598,6477146,40368828,23648032,21911272,23451008,21898300,24398576,6832386,40797356,6538843,22833636,38494168,7380682,37270848,21471498,23771188,22777006,6869252,25015564,36622128,25607820,6754102,38926528,25270892,21435412,6780177,23829378,41183276,6800073,23076456,39138792,24397688,24500,40800,65250,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,1,Female,25-34,No,Asian,1,9,2017,2,Change in Employment Status,OutsideUS,20,20,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,8,2,2,2,9,2,1,1,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,1900,1,2,2,1900,1,9,3,2,2,1,1,2,8,1,9,2,1,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,1,4,4,1,1989,2017,80,1,16,7,SoleFemale,1,1900,"25,000 - 39,999",50000,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,31353556,39996,31353556,35035908,8273963,37465476,29491084,30546220,51236940,8668186,49739548,34683252,8493985,45595700,11533386,32295092,34022752,31386156,32045964,31425686,56734960,8662671,30897930,49162500,30800148,31341526,29648452,10936191,28970968,50981464,33255652,32341328,11542679,44228556,8745590,55354164,9331589,52621460,9347922,46150672,9794471,33644244,30748400,51040544,35320056,10841507,29680384,32408030,32741024,45541920,29766340,10145187,52742620,29703088,33163910,29091948,33166400,30080382,10478416,46886544,10263395,37196652,44269932,10548621,46872432,30176348,35694432,32944024,8616527,29254140,47285320,35079544,10798490,46585496,34853624,31033996,8173262,40848648,45559344,10227323,32212788,48505136,19050,31750,50750,2017,306,3603805,Upper East Side,No,Asian,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,1,Female,45-54,No,Asian,1,5,2017,2,Commuting Reasons,OutsideUS,24,24,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,9,2,3,2,9,2,1,1,1,2,2,1,2,3,9999,2,9999,9999,2,9999,3,99999,1500,2,2,2,1500,1,9,3,2,2,1,4,2,2,1,9,2,2,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,2,4,4,1,2003,2015,80,1,16,7,SoleFemale,1,1500,"25,000 - 39,999",46000,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,31353556,465085,31353556,35035908,8273963,37465476,29491084,30546220,51236940,8668186,49739548,34683252,8493985,45595700,11533386,32295092,34022752,31386156,32045964,31425686,56734960,8662671,30897930,49162500,30800148,31341526,29648452,10936191,28970968,50981464,33255652,32341328,11542679,44228556,8745590,55354164,9331589,52621460,9347922,46150672,9794471,33644244,30748400,51040544,35320056,10841507,29680384,32408030,32741024,45541920,29766340,10145187,52742620,29703088,33163910,29091948,33166400,30080382,10478416,46886544,10263395,37196652,44269932,10548621,46872432,30176348,35694432,32944024,8616527,29254140,47285320,35079544,10798490,46585496,34853624,31033996,8173262,40848648,45559344,10227323,32212788,48505136,19050,31750,50750,2017,306,3603805,Upper East Side,No,Asian,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,2,8,2,3,2,Male,25-34,No,White,1,9,2015,2,Wanted to own residence,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,10,2,5,2,9,1,4,3,1,2,1,1,1,1,90,3,9999,9999,2,9999,2,99999,1700,2,2,2,1700,0,4,2,2,2,1,5,2,2,1,9,2,1,No,2,3,Fair,2,No,No,No,No,No,No,No,No,No,No,2,4,4,9,9999,2014,80,1,16,9,Malew.Adults,2,1790,"25,000 - 39,999",109000,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,22893576,530351,22893576,36212264,21948696,7805884,21437440,22150636,24294468,32946984,8221844,38465356,19542076,6987403,39980824,6603593,24308576,21756772,21999966,26269180,21437236,36961384,7148112,22998926,39945160,21747260,22167528,22925414,6558793,22516032,41219032,20764412,24022430,7096933,36227504,6955788,34456032,8252196,37230004,6555929,38523988,7069990,22657340,21745172,38497196,25062202,6631535,21657448,24253254,21702832,38924032,22457496,6581084,37727536,22737840,21888026,22737880,23957150,22988952,6531591,37861848,6468368,24862744,36366156,6334381,39357788,22718832,23204556,24142100,6190155,26043658,38830732,22310004,7184503,35095728,22949842,23388892,7060635,22597400,39820384,6503640,23919016,21800,36250,58000,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,8,2,2,2,1,Female,25-34,No,Black,1,9,2016,2,Change in Employment Status,US,9,26,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,2,9,2,3,2,1,2,1,1,2,1,100,2,9999,9999,2,9999,2,99999,2195,2,2,2,2195,0,3,2,2,1,2,1,2,1,1,9,2,2,No,2,3,VG,2,No,No,No,No,No,No,No,No,No,No,2,4,4,9,9999,9998,80,2,16,9,SolelyMarried,2,2295,"25,000 - 39,999",312000,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,27631894,149376,27631894,47657680,8175125,26753852,47896088,27696736,8524211,26002504,29253198,25200792,50605304,7474064,49850144,28004744,7428457,51064976,8289373,26227820,27001464,28086072,27611514,27221622,43566796,8969024,24756360,55545812,25310252,28845992,27981148,8417152,29405868,46385248,26403060,27665808,8176047,45930232,8501481,44563536,8292680,43861800,8844010,44666712,7755160,27472836,28004276,48748216,27136838,8063098,28229132,28033432,28109636,44501504,27080552,8404006,46643404,27436462,27745966,27525840,27534748,27903916,7830711,49368248,7835455,27714560,46432268,7920781,45496324,26017436,31076924,26226080,8071962,29639174,46200000,27393332,8110017,44654880,30914296,26734044,7849463,26743046,21800,36250,58000,2017,306,3603805,Upper East Side,No,Black,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Male,25-34,No,Asian,1,9,2014,2,School,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,10,2,3,2,9,2,4,3,1,8,1,1,2,1,60,2,9999,9999,2,9999,3,99999,1900,2,2,2,1900,1,9,2,2,2,1,2,2,2,1,9,2,1,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,2,3,3,9,9999,9998,30,1,16,9,SoleMale,1,1960,"25,000 - 39,999",70000,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,29866112,581489,29866112,32746246,45620996,10583898,28569448,49045680,28458566,8308418,27749766,33597736,26975124,43885456,10901887,52992868,32894996,8587338,52095688,8699690,31736848,28437856,29162770,27468008,29215808,50940968,8411971,34703336,46820904,28453732,32262940,29722024,11090613,24863030,48253784,30805272,29789042,8689846,53767640,7354402,53643960,9506260,48552828,8425263,57426208,10551544,28004116,30832396,53412064,25253464,8362486,33206120,29070108,29060028,52244528,27846772,9246361,48700664,34432796,25900544,33547566,35337024,24894570,10030511,43372460,8502217,33968840,52559136,8380221,47202200,26534324,33449936,35053984,7493148,33363996,51278440,26184366,11678859,42672756,33892548,30400960,7882017,19050,31750,50750,2017,306,3603805,Upper East Side,No,Asian,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,3,3,Female,55-64,No,Asian,1,6,2016,2,Wanted better quality housing,OutsideUS,22,22,2,9,2,2,2,9,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,3,2,1,2,1,1,4,1,70,2,9999,9999,2,9999,2,99999,4200,2,2,2,4200,1,9,1,2,2,1,1,2,2,1,9,2,1,No,8,8,NotReported,8,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,8,8,8,8,9998,9998,80,6,16,3,SoleFemale,1,4270,"less than 10,000",5200,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,23018972,300566,23018972,6521184,26037608,21722704,6976536,23620218,21908086,7363995,6988214,22427656,21988232,28771304,21590672,6852067,21030316,6959793,6850628,24635132,6551923,27017928,21203584,23291780,23296300,23369888,25390328,5661925,27666884,23447952,6232931,7285339,6476792,7210077,22799926,23088626,7639043,6025337,7164949,23174680,6482431,26594480,6309106,24337096,6821405,23260168,6604387,24845390,24739952,21062960,7015175,7239320,27661826,20065676,25291226,22571564,7172093,6504025,23525804,7199263,6595493,7217092,6745307,6404466,7307487,26507784,6587615,21308036,23785798,7107034,21706684,7561543,6589984,6149177,8889520,22589580,22446492,7062212,6803255,25403262,6313302,7088742,19050,31750,50750,2017,306,3603805,Upper East Side,No,Asian,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Female,65+,No,White,1,9,2014,2,Change in Employment Status,US,17,9,3,1,9,9,9,1,1,500000,9,975000,1,2015,375,1,2,13,1,6,1,1,1,4,3,1,2,1,1,1,1,120,1,20,9999,2,9999,2,99999,99999,9,9,3,99999,1,9,2,2,2,1,1,2,2,1,9,2,1,No,1,3,Excellent,2,No,No,No,No,No,No,No,No,No,No,1,5,5,9,9999,9998,2,3,2,5,SolelyMarried,2,99999,"25,000 - 39,999",9999999,9999999,50000,76600,40000,9999999,9999999,6,1,No,33088564,290541,33088564,37855844,9028742,30884946,64931112,9313250,34873260,51178752,29697830,9882183,35392336,33382240,35914872,51737632,10596805,51604912,32069936,10389373,54738988,9542850,32912646,31197636,36555584,31976692,32894788,47930216,11235775,31257288,55043856,32957436,33226216,33700768,9128132,39366100,55687912,29590940,28379232,10162031,60543788,9789882,44555048,10041809,66976320,8538878,59001916,9642682,27601112,39590972,55991124,30860736,9237385,35881128,39634320,27907024,54887520,32555052,9013530,59562244,31085820,34199784,36156896,33504346,31459348,8919504,59972388,9948269,28218292,62289156,8231961,63204260,28288348,36948024,31016706,10093457,33714816,63314272,26419092,11325296,55364828,28090216,21800,36250,58000,2017,306,3603805,Upper East Side,No,White,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,1,9,2,2,1,2,2,Male,25-34,No,Asian,1,5,2016,2,Wanted to own residence,US,20,20,3,1,9,9,9,3,1,356000,9,1425000,1,2016,225,1,3,13,1,6,1,1,1,4,3,1,2,1,1,1,1,75,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,9,2,2,2,1,1,2,2,1,9,2,2,No,1,3,VG,2,No,No,No,No,No,No,No,No,No,No,2,4,4,9,9999,2004,2,3,2,5,SolelyMarried,2,99999,"25,000 - 39,999",515000,9999999,11000,9999999,9999999,9999999,9999999,6,1,No,22791020,821290,22791020,21906956,7334123,21792528,40184264,6876150,21347208,43011400,23586908,6615889,21403504,29002996,21032248,39764268,6124527,39408088,23567666,6985388,38969456,7790690,20607484,23220512,22624452,22690004,25833866,31856268,8225273,23039264,36536828,24546392,21685586,24458744,6774827,22396676,44981440,19960920,24034780,6783217,36486052,7821076,36137752,7083117,39328360,6828036,38003364,7342862,24418002,20674928,40520656,24883054,7862022,20284334,24502776,22374318,40696624,21828972,7004768,41275888,22079552,24726860,23232824,21402320,24143178,7628881,38225888,6127956,23644172,40566384,6235357,43526740,22682020,20179764,30956434,6619817,22140614,41711964,22657076,7285558,36918896,23920564,21800,36250,58000,2017,306,3603805,Upper East Side,No,Asian,No,No
1,3,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Female,35-44,No,White,1,5,2015,2,Wanted better quality housing,US,9,9,2,1,9,9,9,1,1,9999999,0,3500000,2,9999,9999,1,1,12,1,7,1,1,1,8,5,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,9,2,2,2,1,1,2,2,1,9,2,1,No,8,8,NotReported,8,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,8,8,8,9,9999,9998,12,3,3,6,SolelyMarried,2,99999,"25,000 - 39,999",340000,9999999,9999999,9999999,9999999,9999999,9999999,6,1,No,35777580,244649,35777580,38439968,32243888,10264953,41179224,52034156,12296391,31192376,56535792,32568984,11314430,38950544,35336288,33201008,67555064,10180791,54838108,38471600,10071636,56729392,11664078,31684996,40966040,33735032,34418060,32343418,63374216,9734512,36436952,58183016,36072244,35921444,34820288,12677648,34080444,54302916,31500980,35258900,11354147,58071104,8564928,63636228,11805964,56771068,10397699,62930792,8846602,41860632,33395272,59008552,33692088,11539663,40529464,33218476,32963492,63542304,32764056,10533368,56167720,36880016,37113248,38227944,32529758,34582712,11080585,60269476,8927088,39097620,49430968,12811074,48123736,39324372,33343544,39277604,10915737,38175696,50802568,40991348,9967555,53851312,21800,36250,58000,2017,306,3603805,Upper East Side,No,White,No,No
