long,lat,order,hole,piece,id,group,sba,NAME,N0,Var,SE,Minority,White,long_cen,lat_cen
1016021.67905706,239167.88552106,19,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016215.36909786,239204.57379004,20,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016243.14207387,239131.74309069,21,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016298.64038069,239022.51539512,22,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016465.23510842,238621.9659376,23,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016687.62992054,237893.58945017,24,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1017103.54527248,237347.64485689,25,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1017491.50006833,237020.27092666,26,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1017824.0554974,236729.26010466,27,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1017879.66746639,236547.1690439,28,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1019015.2338352,236066.02511889,29,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1019680.25303256,235784.62718788,30,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1019874.87458484,235201.97456078,31,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1020041.07051166,235129.35208427,32,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1020124.70786169,234728.70604524,33,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1020680.70011582,233162.89067075,34,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1020625.71521837,232907.77311117,35,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1020239.27390262,232142.45600092,36,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1019797.33032597,231449.56668109,37,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1019659.05062304,231157.89603499,38,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1019230.95138464,231016.27697255,39,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1019216.2845381,231011.51946786,40,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1019022.51157753,230990.10940865,41,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1018884.10241165,230974.60927312,42,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1018856.00028469,231266.03747658,43,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1018523.61514868,231374.86608399,44,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1018550.9917318,231593.50605613,45,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1017304.89521311,231773.94334906,46,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016474.57797865,231590.65812491,47,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016363.98064234,231481.21080359,48,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016114.76197705,231517.31561389,49,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1016004.21038779,231371.43644808,50,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1015286.57883732,232464.97113538,51,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1015144.28107824,232681.56909019,52,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1014922.48431724,232936.32245644,53,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1014506.99729578,233117.96830208,54,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1013759.57969537,233080.61370439,55,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1013261.14021768,233189.31297518,56,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011962.39615197,233034.77308373,57,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011406.57748386,232968.56387333,58,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011406.98548149,232604.228815,59,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011372.15452691,232558.28356217,60,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011241.12261502,232385.4423603,61,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011019.52507103,232494.4973793,62,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010577.2852222,231838.2095099,63,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010411.52752951,231510.12833261,64,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010439.37051721,231364.42427287,65,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010245.60913211,231327.78227774,66,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010135.0987915,231109.42725385,67,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1009775.51656978,230526.1098453,68,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1009609.51045545,230416.63515382,69,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1009249.99439694,230015.49331814,70,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1008752.06437313,229577.78316858,71,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1008115.20874529,229613.58165219,72,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1007561.24312285,229831.64387007,73,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1007422.66625211,229977.24506857,74,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1006785.45072187,230413.84666037,75,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1006147.96238359,231178.0021168,76,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1005760.03539042,231541.99016366,77,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1004403.44223895,231540.82488115,78,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1004126.07884981,232159.96592346,79,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003662.05727993,232880.24540853,80,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003569.20078397,233024.448088,81,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003516.2591573,233106.74578492,82,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003349.92686333,233398.0825957,83,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003155.94384238,233652.9654405,84,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003404.97720434,233798.89510509,85,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003709.37322528,233944.87169099,86,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003875.35226385,234090.73969182,87,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003930.62887783,234200.0851861,88,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003958.28180754,234236.54121121,89,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003708.93467376,234491.37480424,90,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003542.72548343,234636.97626982,91,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003514.98555008,234709.8213613,92,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003314.37797542,234951.5817402,93,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003182.48914701,235110.32879805,94,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003154.63721566,235328.90854506,95,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003320.38086557,235766.24135205,96,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003375.77110905,235729.85138868,97,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003514.23296358,235657.09381931,98,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1003680.40580507,235547.92565591,99,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1004067.43359785,236167.60992555,100,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1004260.68447587,236787.13986239,101,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1004481.51313834,237515.99537507,102,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1004730.71425446,237406.90374894,103,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1004896.84957552,237334.17741644,104,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1004979.88645559,237334.24826926,105,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1005118.31261901,237297.93339815,106,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1005422.3680547,237771.83406586,107,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1005726.3793098,238282.17225365,108,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1006307.25015316,238683.46375447,109,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1006417.79327923,238865.7327838,110,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1006887.93167728,239266.93732986,111,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1007081.46309725,239485.72072928,112,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1007302.73656667,239631.66475389,113,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1007579.60512886,239522.62862599,114,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1007469.10863895,239303.92062431,115,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1007939.79075435,239122.20772252,116,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1008355.125673,238940.4488744,117,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1008687.39809829,238795.04692053,118,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1008825.71071147,238868.05402435001,119,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1009047.05386009,238941.14670154,120,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1009185.40202126,238977.72224901,121,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1009324.10190076,238941.43164792,122,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1009600.94936472,238868.85224921,123,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1009905.51432804,238759.87168978,124,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010182.36560275,238687.2989363,125,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010376.186043,238614.63972838,126,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010570.00764616,238541.98208387,127,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1010874.58108124,238433.01370283,128,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011179.11679008,238360.48275229,129,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011594.40691207,238251.64665523,130,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011704.66473428,238652.54134727,131,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011759.81294727,238834.77210554,132,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011399.84551329,238980.10094332,133,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011620.48065572,239672.58854574,134,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011813.59334378,240219.31237194,135,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011481.36255254,240328.23794257,136,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011702.02426026,240984.29307071,137,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012006.57214197,240875.3387888,138,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012421.61124921,240948.68492074,139,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012753.66643153,240985.50675992,140,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1013251.76911662,241022.53121627,141,FALSE,1,101,101.1,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012571.98316415,230674.94835655,142,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012378.38849365,230492.55546138,143,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012267.59931984,230528.86074043,144,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011879.98508783,230528.41605389,145,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011962.92039007,230637.81122699,146,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011990.10691957,231075.04458414,147,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011851.59344703,231147.75358999,148,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1011989.98190008,231184.34501466,149,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012100.34926941,231512.37328231,150,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012404.72218442,231658.0945221,151,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
1012931.39144207,231112.57302427,152,FALSE,2,101,101.2,101,Mott Haven / Hunts Point,363.7172,65791.35279162228,256.4982510498313,363.7172,0,1011541.7331232968,235194.76169670495
